evaluation_split,noise_case,feature_case,model_name,source_name,count,mae_k,bias_k,rmse_k,lower_layer_temperature_std,lower_layer_temperature_range,mean_baseline_rmse_k,target_std_k,target_range_k,normalized_rmse,rmse_reduction_vs_baseline_pct
era5_leave_one_profile_out,degraded_nedt,drop_54_4,ridge_regression,high_latitude_continental_2020,60,1.7025656320944738,1.4049834253373021,1.9301407135044668,1.9301439415397743,6.587151845296262,22.461934186294627,1.9301439415397743,6.587151845296262,0.9999983275675777,91.40705917176909
era5_leave_one_profile_out,degraded_nedt,drop_54_4,ridge_regression,lower_latitude_maritime_2020,100,0.7670173123648403,0.7134702041997929,0.8870468971642077,0.43612274359400777,2.0858866373698106,14.178790901112688,0.43612274359400777,2.0858866373698106,2.0339386335466396,93.74384668374934
era5_leave_one_profile_out,degraded_nedt,drop_54_4,ridge_regression,winter_midlatitude_maritime_sample,80,2.034500817150674,-1.932616896403831,2.2984543795517234,1.3739092584337618,4.448081970214787,1.664629773381927,1.3739092584337618,4.448081970214787,1.6729302648210775,-38.07601043216315
era5_leave_one_profile_out,degraded_nedt,full_3channel,linear_regression,high_latitude_continental_2020,60,1.7219184663577285,1.0274676158015685,2.0406775860717166,1.9301439415397743,6.587151845296262,22.461934186294627,1.9301439415397743,6.587151845296262,1.0572670473704484,90.91495162817787
era5_leave_one_profile_out,degraded_nedt,full_3channel,linear_regression,lower_latitude_maritime_2020,100,0.7433848290556233,0.5208487100626717,0.9157915553718236,0.43612274359400777,2.0858866373698106,14.178790901112688,0.43612274359400777,2.0858866373698106,2.0998481937102222,93.5411167160949
era5_leave_one_profile_out,degraded_nedt,full_3channel,linear_regression,winter_midlatitude_maritime_sample,80,1.6944504282898336,-1.4175599859754016,1.9560435712441293,1.3739092584337618,4.448081970214787,1.664629773381927,1.3739092584337618,4.448081970214787,1.4237065215456755,-17.506222856398534
era5_leave_one_profile_out,degraded_nedt,full_3channel,mean_baseline,high_latitude_continental_2020,60,22.378154329009917,22.378154329009917,22.461934186294627,1.9301439415397743,6.587151845296262,22.461934186294627,1.9301439415397743,6.587151845296262,11.63743993537373,0.0
era5_leave_one_profile_out,degraded_nedt,full_3channel,mean_baseline,lower_latitude_maritime_2020,100,14.172025733213582,-14.172025733213582,14.178790901112688,0.43612274359400777,2.0858866373698106,14.178790901112688,0.43612274359400777,2.0858866373698106,32.51101005250922,0.0
era5_leave_one_profile_out,degraded_nedt,full_3channel,mean_baseline,winter_midlatitude_maritime_sample,80,1.2157765017393616,0.9314164197594295,1.664629773381927,1.3739092584337618,4.448081970214787,1.664629773381927,1.3739092584337618,4.448081970214787,1.2116009577514477,0.0
era5_leave_one_profile_out,degraded_nedt,full_3channel,ridge_regression,high_latitude_continental_2020,60,1.6783265295423675,1.1850480930661258,1.9799909590403162,1.9301439415397743,6.587151845296262,22.461934186294627,1.9301439415397743,6.587151845296262,1.0258255441098223,91.18512705709722
era5_leave_one_profile_out,degraded_nedt,full_3channel,ridge_regression,lower_latitude_maritime_2020,100,0.7275633993379103,0.5540415935385016,0.8810491795107784,0.43612274359400777,2.0858866373698106,14.178790901112688,0.43612274359400777,2.0858866373698106,2.0201862719889663,93.78614731216864
era5_leave_one_profile_out,degraded_nedt,full_3channel,ridge_regression,winter_midlatitude_maritime_sample,80,1.787567351069707,-1.5761351146238354,2.0467407554538197,1.3739092584337618,4.448081970214787,1.664629773381927,1.3739092584337618,4.448081970214787,1.4897204767271726,-22.954712704410007
synthetic_stress_test,baseline_nedt,drop_50_3,linear_regression,synthetic_profiles,3,0.3837834723753228,0.05357653261690606,0.45519286931703434,12.67741043169985,30.0,12.68298725331405,12.67741043169985,30.0,0.03590582412468284,96.4109963983596
synthetic_stress_test,baseline_nedt,drop_50_3,mean_baseline,synthetic_profiles,3,11.668567327216826,-0.3760723520208747,12.68298725331405,12.67741043169985,30.0,12.68298725331405,12.67741043169985,30.0,1.0004399022690198,0.0
