target_name,degraded_channel_ghz,noise_factor,setup_type,group_name,model_name,n_samples,rmse_k,mae_k,bias_k,target_std_k,normalized_rmse,rmse_reduction_vs_baseline_pct
upper_layer_mean_temperature_k,50.3,3.0,global,all_era5,linear_regression,240,3.221772437135335,2.554647997013567,0.0022312677767607407,6.669423297192855,0.48306612034827234,51.894665515317875
upper_layer_mean_temperature_k,50.3,3.0,global,all_era5,ridge_regression,240,3.2790934939361094,2.6904289921121585,0.0008109560361140449,6.669423297192855,0.49166072504593794,51.038786130842006
upper_layer_mean_temperature_k,50.3,3.0,source_name,high_latitude_continental_2020,mean_baseline,60,3.441336887472731,2.945238542287361,9.473903143468002e-16,3.3839812726815155,1.016949152542374,0.0
upper_layer_mean_temperature_k,50.3,3.0,source_name,high_latitude_continental_2020,linear_regression,60,3.195565121285268,2.6466626830782087,-0.022960820051876378,3.3839812726815155,0.9443211601325016,7.141752586970773
upper_layer_mean_temperature_k,50.3,3.0,source_name,high_latitude_continental_2020,ridge_regression,60,3.1805481043953394,2.641929431588195,-0.02003365810182013,3.3839812726815155,0.9398834828288004,7.578124188501379
upper_layer_mean_temperature_k,50.3,3.0,source_name,lower_latitude_maritime_2020,mean_baseline,100,0.32733466425554114,0.2681760367961877,7.105427357601002e-15,0.324061317612984,1.0101010101010155,0.0
upper_layer_mean_temperature_k,50.3,3.0,source_name,lower_latitude_maritime_2020,linear_regression,100,0.30657141014463557,0.2507788587010413,0.00024175390079278714,0.324061317612984,0.9460290182204466,6.34312719617629
upper_layer_mean_temperature_k,50.3,3.0,source_name,lower_latitude_maritime_2020,ridge_regression,100,0.3064712605913233,0.25070453157563094,0.0002384325575886237,0.324061317612984,0.9457199731482053,6.3737226583281625
upper_layer_mean_temperature_k,50.3,3.0,source_name,winter_midlatitude_maritime_sample,mean_baseline,80,0.7218569347110927,0.5922586304225949,2.5224267119483555e-14,0.7128337230272038,1.0126582278481016,0.0
upper_layer_mean_temperature_k,50.3,3.0,source_name,winter_midlatitude_maritime_sample,linear_regression,80,0.7005371170851804,0.5872259071475288,0.0025101455517404503,0.7128337230272038,0.9827496854528667,2.9534685615294487
upper_layer_mean_temperature_k,50.3,3.0,source_name,winter_midlatitude_maritime_sample,ridge_regression,80,0.7001211714647639,0.5869145487544835,0.0024610235544351156,0.7128337230272038,0.9821661754322547,3.011090176064879
upper_layer_mean_temperature_k,50.3,3.0,source_name_pooled,all_sources_pooled,mean_baseline,240,1.7829855198542681,1.0454691943777834,1.1605531350748303e-14,6.669423297192855,0.2673372854598572,0.0
upper_layer_mean_temperature_k,50.3,3.0,source_name_pooled,all_sources_pooled,linear_regression,240,1.6600162772889508,0.9618988309441623,-0.004802759037058616,6.669423297192855,0.24889952298988846,6.896816670466743
