target_name,noise_factor,setup_type,group_name,model_name,n_samples,rmse_k,mae_k,bias_k,target_std_k,normalized_rmse,rmse_reduction_vs_baseline_pct
lower_layer_mean_temperature_k,1.0,source_name,high_latitude_continental_2020,linear_regression,60,0.9138110705018695,0.6781272748199954,0.0016885720206938496,1.9301439415397743,0.4734419287780557,53.44487700349113
lower_layer_mean_temperature_k,1.0,source_name,high_latitude_continental_2020,ridge_regression,60,0.9117330337340068,0.681020598488053,0.0010839950593468947,1.9301439415397743,0.47236530608523986,53.55074490161802
lower_layer_mean_temperature_k,1.0,source_name,lower_latitude_maritime_2020,mean_baseline,100,0.440528023832331,0.33445630930890957,-6.8212102632969615e-15,0.43612274359400777,1.01010101010101,0.0
lower_layer_mean_temperature_k,1.0,source_name,lower_latitude_maritime_2020,linear_regression,100,0.21956891776414822,0.1766306708496762,0.0006778649975063899,0.43612274359400777,0.5034567010991469,50.15778659118445
lower_layer_mean_temperature_k,1.0,source_name,lower_latitude_maritime_2020,ridge_regression,100,0.21950123457823284,0.17652293077782133,0.0006778750666683209,0.43612274359400777,0.5033015081244406,50.173150695680356
lower_layer_mean_temperature_k,1.0,source_name,winter_midlatitude_maritime_sample,mean_baseline,80,1.3913005148696294,1.1542713149187371,-7.105427357601002e-16,1.3739092584337618,1.0126582278480991,0.0
lower_layer_mean_temperature_k,1.0,source_name,winter_midlatitude_maritime_sample,linear_regression,80,1.0498487730535797,0.849154623412398,0.0034147628222065407,1.3739092584337618,0.7641325412206577,24.541911554459904
lower_layer_mean_temperature_k,1.0,source_name,winter_midlatitude_maritime_sample,ridge_regression,80,1.0493921062936291,0.8491350301879834,0.0033759859782009015,1.3739092584337618,0.7638001562708167,24.574734568256694
lower_layer_mean_temperature_k,1.0,source_name_pooled,all_sources_pooled,mean_baseline,240,1.2997317244650368,0.9461321785001513,-6.5133084111342514e-15,14.459286213124718,0.08988906542878086,0.0
lower_layer_mean_temperature_k,1.0,source_name_pooled,all_sources_pooled,linear_regression,240,0.7721687181290294,0.5261794726964966,0.0018428410282033052,14.459286213124718,0.05340296241097507,40.59014613597661
lower_layer_mean_temperature_k,1.0,source_name_pooled,all_sources_pooled,ridge_regression,240,0.7713392306738222,0.5268513808420999,0.001678775368682158,14.459286213124718,0.053345595301493944,40.65396603354422
upper_layer_mean_temperature_k,1.0,global,all_era5,mean_baseline,240,6.697328834001193,6.314122417112401,-2.2500519965736505e-15,6.669423297192855,1.00418410041841,0.0
upper_layer_mean_temperature_k,1.0,global,all_era5,linear_regression,240,3.20031818434828,2.5508266082721263,0.003476032871706754,6.669423297192855,0.4798493125627948,52.21500595728834
upper_layer_mean_temperature_k,1.0,global,all_era5,ridge_regression,240,3.279741745816866,2.691042516635746,0.001169140141982794,6.669423297192855,0.49175792263737433,51.029106870694804
upper_layer_mean_temperature_k,1.0,source_name,high_latitude_continental_2020,mean_baseline,60,3.441336887472731,2.945238542287361,9.473903143468002e-16,3.3839812726815155,1.016949152542374,0.0
upper_layer_mean_temperature_k,1.0,source_name,high_latitude_continental_2020,linear_regression,60,3.1708043530377465,2.568603898769966,0.004494171011735659,3.3839812726815155,0.9370041077458905,7.8612627383208515
upper_layer_mean_temperature_k,1.0,source_name,high_latitude_continental_2020,ridge_regression,60,3.145534136927285,2.5797906322725366,0.0009442080795461531,3.3839812726815155,0.9295365084673529,8.595576667377058
upper_layer_mean_temperature_k,1.0,source_name,lower_latitude_maritime_2020,mean_baseline,100,0.32733466425554114,0.2681760367961877,7.105427357601002e-15,0.324061317612984,1.0101010101010155,0.0
upper_layer_mean_temperature_k,1.0,source_name,lower_latitude_maritime_2020,linear_regression,100,0.30143592740474906,0.2490023720245,0.0005939602054502302,0.324061317612984,0.930181761973653,7.912005564608837
upper_layer_mean_temperature_k,1.0,source_name,lower_latitude_maritime_2020,ridge_regression,100,0.3013134762042156,0.24890013380980774,0.0005854758615410561,0.324061317612984,0.9298038976810696,7.949414129574583
upper_layer_mean_temperature_k,1.0,source_name,winter_midlatitude_maritime_sample,mean_baseline,80,0.7218569347110927,0.5922586304225949,2.5224267119483555e-14,0.7128337230272038,1.0126582278481016,0.0
