target_name,model_name,feature_case,grouping,source_name,n_samples,rmse_k,mae_k,bias_k,target_std_k,normalized_rmse,rmse_reduction_vs_baseline_pct
upper_layer_mean_temperature_k,ridge_regression,drop_50_3,source_name_pooled,,240,1.6755185814876525,0.9885428968285238,-0.0021227650488613156,6.669423297192855,0.25122390749929974,6.0273590093653295
upper_layer_mean_temperature_k,mean_baseline,drop_52_8,source_name,high_latitude_continental_2020,60,3.441336887472731,2.945238542287361,9.473903143468002e-16,3.3839812726815155,1.016949152542374,0.0
upper_layer_mean_temperature_k,linear_regression,drop_52_8,source_name,high_latitude_continental_2020,60,3.096328462653786,2.591417223754323,-0.003095632897418928,3.3839812726815155,0.9149957441106673,10.025418495784477
upper_layer_mean_temperature_k,ridge_regression,drop_52_8,source_name,high_latitude_continental_2020,60,3.095063732232022,2.5881441810237464,-0.0032908468434148593,3.3839812726815155,0.9146220037380551,10.062169632424666
upper_layer_mean_temperature_k,mean_baseline,drop_52_8,source_name,lower_latitude_maritime_2020,100,0.32733466425554114,0.2681760367961877,7.105427357601002e-15,0.324061317612984,1.0101010101010155,0.0
upper_layer_mean_temperature_k,linear_regression,drop_52_8,source_name,lower_latitude_maritime_2020,100,0.29915534555527196,0.24732086751801916,0.00041833928155909916,0.324061317612984,0.9231442609652768,8.608718164438079
upper_layer_mean_temperature_k,ridge_regression,drop_52_8,source_name,lower_latitude_maritime_2020,100,0.2990754028471772,0.2473100315852261,0.0004140541258206554,0.324061317612984,0.9228975708984598,8.633140481052969
upper_layer_mean_temperature_k,mean_baseline,drop_52_8,source_name,winter_midlatitude_maritime_sample,80,0.7218569347110927,0.5922586304225949,2.5224267119483555e-14,0.7128337230272038,1.0126582278481016,0.0
upper_layer_mean_temperature_k,linear_regression,drop_52_8,source_name,winter_midlatitude_maritime_sample,80,0.7150254097625273,0.5975157653423583,-0.0031993631528496993,0.7128337230272038,1.0030746114620055,0.9463821181269982
upper_layer_mean_temperature_k,ridge_regression,drop_52_8,source_name,winter_midlatitude_maritime_sample,80,0.7147780524249581,0.5973178072308777,-0.003142427559335914,0.7128337230272038,1.0027276058005465,0.9806489271960483
upper_layer_mean_temperature_k,mean_baseline,drop_52_8,source_name_pooled,,240,1.7829855198542681,1.0454691943777834,1.1605531350748303e-14,6.669423297192855,0.2673372854598572,0.0
upper_layer_mean_temperature_k,linear_regression,drop_52_8,source_name_pooled,,240,1.613853173727803,0.9500765891852082,-0.001666054574655007,6.669423297192855,0.24197791950123634,9.485906881637995
upper_layer_mean_temperature_k,ridge_regression,drop_52_8,source_name_pooled,,240,1.6132038427610624,0.9491878274934068,-0.001697665011540413,6.669423297192855,0.24188056011380415,9.522325066727566
upper_layer_mean_temperature_k,mean_baseline,drop_54_4,source_name,high_latitude_continental_2020,60,3.441336887472731,2.945238542287361,9.473903143468002e-16,3.3839812726815155,1.016949152542374,0.0
